filename,genre,tempo,chroma_mean,chroma_var,rms_mean,rms_var,cent_mean,cent_var,rolloff_mean,rolloff_var,zcr_mean,zcr_var,bw_mean,bw_var,mfcc_1_mean,mfcc_1_var,mfcc_2_mean,mfcc_2_var,mfcc_3_mean,mfcc_3_var,mfcc_4_mean,mfcc_4_var,mfcc_5_mean,mfcc_5_var,mfcc_6_mean,mfcc_6_var,mfcc_7_mean,mfcc_7_var,mfcc_8_mean,mfcc_8_var,mfcc_9_mean,mfcc_9_var,mfcc_10_mean,mfcc_10_var,mfcc_11_mean,mfcc_11_var,mfcc_12_mean,mfcc_12_var,mfcc_13_mean,mfcc_13_var,mfcc_14_mean,mfcc_14_var,mfcc_15_mean,mfcc_15_var,mfcc_16_mean,mfcc_16_var,mfcc_17_mean,mfcc_17_var,mfcc_18_mean,mfcc_18_var,mfcc_19_mean,mfcc_19_var,mfcc_20_mean,mfcc_20_var
aug_noise_Mozart - Requiem.mp3.wav,klasik,[129.19921875],0.2451661,0.10782494,0.011980858,4.289373e-05,1565.4006833205394,1665365.426184414,2555.259548695095,6234970.577618872,0.08735245743034056,0.016487144190078896,1988.3807602514219,297559.41006527765,-473.32025,4252.212,127.67653,2068.3955,19.527214,579.11426,13.722493,112.730865,8.4667635,55.171047,-4.558103,85.60995,-5.8251004,55.08364,-5.649493,58.05935,-4.3865004,64.592674,-1.3305552,37.46664,-1.7916664,41.98068,0.3130676,60.65354,1.801006,60.531002,1.5991731,71.78122,2.4372609,50.522175,2.2059271,54.032745,-0.14946489,81.18553,-2.5304613,80.54284,-3.4940884,87.30696,-1.312678,98.09381
aug_noise_Mozart 40. senfoni.mp3.wav,klasik,[99.38401442],0.27865863,0.09896615,0.034742787,0.0008793877,2296.7378905710007,1011345.0848996041,4636.105299438855,4051037.457157761,0.11040031503966719,0.010660695239849697,2541.129561489834,213366.936364545,-263.08994,3019.3523,100.20715,1397.2513,1.5582527,238.54349,10.821613,109.16396,4.6994553,66.634285,-8.994995,80.582054,-5.2709885,66.661354,-6.813186,51.834034,-1.8929682,44.272594,-1.5106968,32.175465,-5.253206,36.17378,-3.7999604,41.564632,-2.4482868,43.53063,-0.46276507,43.347923,0.29468268,57.965412,-0.011571335,61.003216,1.707317,48.399548,2.892275,44.001476,-1.7790556,59.80133,-6.9051623,94.94449
aug_noise_Pachebel - Canon - Best-of Classical Music.mp3.wav,klasik,[107.66601562],0.28568655,0.10334638,0.008087202,1.6255615e-05,1582.8153892792545,978194.2149253539,3164.5891974954043,3011806.685576689,0.07564995827689629,0.011206285294585007,1944.4965800098857,178486.15140235864,-459.03677,7834.7354,117.83993,1053.4708,-2.2058356,275.03894,37.695488,154.91399,3.1884036,68.540794,0.17420506,32.124187,-7.61169,36.183193,7.021155,27.574835,-4.1049314,42.32365,-2.364685,41.664867,-2.3163087,48.073967,4.172488,51.713055,-1.5460931,62.124443,-3.8455713,58.118813,-4.4145846,57.794155,-1.3369484,54.897858,-8.975081,68.32056,-4.420577,33.100746,-11.39549,61.605843,-5.0648627,72.93947
aug_noise_Rondo Alla Turca- Mozart.mp3.wav,klasik,[135.99917763],0.24462472,0.09623802,0.025071684,0.0001672782,1453.9000657990719,718655.2680435618,2100.6872974313083,3119192.2938944874,0.0743124758126935,0.007229006400470917,2110.1020793369494,168309.61339097976,-364.9111,2042.3737,139.72371,1126.4222,37.205692,403.36014,-6.100736,165.2006,-8.819902,66.21917,-7.6208262,43.425236,-5.9927235,79.75555,-2.521001,175.1889,-1.1046711,206.81337,-3.0104134,142.66594,-6.6225443,209.49724,-7.442308,230.8962,-3.5377684,161.05974,-0.33584875,111.075874,-1.7114218,79.090996,-4.4901175,49.82244,-4.9242783,50.185913,-4.946461,60.65059,-4.839515,40.351234,-1.6688293,55.79216
aug_noise_Rossini - Factotum aria from Barber of Sevilla -Best-of Classical Music.mp3.wav,klasik,[151.99908088],0.2871231,0.09989337,0.03434595,0.00063029025,1865.606128732794,819900.9329635708,3359.92968296488,2678171.4338851105,0.1038704981375774,0.009175098450450626,2024.2949917496005,183865.0544476612,-275.18668,9039.276,122.7667,1205.1052,-21.193766,481.52002,10.781932,110.24415,5.6360717,127.807144,-10.444662,155.161,-8.000452,78.28307,-1.8621871,86.46878,-11.371592,96.63135,-7.7475286,77.26566,-3.8528767,74.0767,3.3058586,127.87772,-2.2473488,75.83759,-3.836097,61.414654,-4.572459,64.98787,-5.50457,45.79466,-4.673519,45.67286,-2.8753471,44.540207,-1.4424073,49.070457,-1.4839586,68.75809
"aug_noise_Tchaikovsky - Piano Concerto No 1, B Flat Minor, Op 23 open - Best-of Classical Music.mp3.wav",klasik,[78.30255682],0.3025497,0.0992036,0.08824089,0.0019465643,1564.166613537965,1140377.74695729,2799.533071606521,3259567.2509552552,0.09888299995162539,0.011595517637164522,1531.8343917192176,223447.25997945492,-199.17572,13334.3125,151.24774,2053.349,-39.236656,193.41115,18.577093,95.06072,-14.349836,87.03745,-3.0180879,63.190113,-12.079136,52.98331,-4.9304237,41.63967,-7.7542872,39.80695,-5.1734586,40.873108,-9.741833,36.050293,-4.7723536,28.445675,-4.9586844,27.616722,-3.7574067,23.716482,-5.478779,26.386326,-3.4943352,22.812853,-5.332557,20.246132,-3.728599,27.77368,-3.1982498,38.283558,0.95104754,65.64607
aug_pitch_Eine Kleine Nachtmusik - Mozart.mp3.wav,klasik,[135.99917763],0.24832267,0.09340902,0.026077991,0.00040559043,1344.0196911189892,402563.5628006669,2689.017073214977,1703206.7362659313,0.06916246916118421,0.0016354082417212267,1530.134977107965,408630.8632273892,-355.8766,26914.428,111.39224,2652.072,-17.441313,352.59845,29.306913,184.048,-1.9171379,126.71454,-0.8943972,63.91778,-3.1611996,86.70474,2.6812468,70.58565,-0.100445725,40.567287,-3.8941255,90.86847,-6.1655865,198.8445,4.807445,186.22127,4.651178,104.08364,7.0300307,96.45994,3.0600598,65.90399,-0.5705687,49.211334,-3.0626118,60.22312,2.0886488,46.489864,-0.4848492,70.75835,-3.9735754,76.538956
aug_pitch_Händel - Ombra Mai Fu - Best-of Classical Music.mp3.wav,klasik,[64.59960938],0.25214866,0.084394574,0.022144908,0.00017406796,1414.3880790173052,152731.09745556684,2762.508295490277,662643.5752429069,0.07124522300696594,0.0007723912338611363,1575.820246551381,163270.09682934143,-336.65045,9947.551,128.8295,1006.3061,-27.031395,319.2308,33.593594,136.50414,-4.297792,113.37878,3.3733006,51.46341,-7.8040104,46.58813,-1.5361613,37.84223,-5.9360003,40.093388,-6.5317073,47.088833,-9.290313,38.901466,0.0001921757,61.896103,-4.0489564,43.432945,1.1604643,51.49137,-3.033691,57.784775,-1.1586202,57.186474,-0.6639206,94.4877,2.1845136,67.39391,-1.2188326,63.31562,1.0024006,68.91913
aug_pitch_Ludwig Van Beethoven 9. Senfoni.mp3.wav,klasik,[135.99917763],0.2466447,0.084151566,0.013389189,2.1291658e-05,1056.8642512301392,83466.16937526462,1832.9639163179663,363677.56142256194,0.05723510364260836,0.00014666874059488945,1305.161825854599,53616.02001324994,-405.88574,3068.4314,168.49916,584.53357,-18.43321,81.90518,14.9314165,44.485855,-8.581155,53.96015,-10.101642,47.96602,-14.352613,53.82605,-8.908004,55.6302,-4.25532,45.1569,2.9073796,36.2131,0.68222034,39.673878,2.7070634,42.496185,-1.2392741,36.461178,1.621641,35.546707,-0.7158506,41.179935,6.0161448,64.04586,5.353032,90.92482,4.069895,84.559166,1.4797317,54.661316,1.6525627,59.531116
aug_pitch_Mozart - Le nozze di Figaro - Best-of Classical Music.mp3.wav,klasik,[75.99954044],0.22934178,0.086424895,0.045068882,0.0008505933,1413.4652773665325,184754.3902456494,2488.509952320772,787446.5653495743,0.09447297370839783,0.0011114554723080227,1393.8833801313242,129101.25538203097,-273.6662,10461.141,145.47693,978.76324,-42.931507,326.7279,14.717885,144.77655,-7.5526967,102.43438,-5.3359675,116.37438,-12.212665,73.52922,-8.08333,61.626705,-10.041149,59.15974,-1.65824,54.636448,-3.1229892,106.922516,-5.025343,158.5356,-8.069607,62.4521,-6.612,68.52097,0.889941,64.95499,-1.2897065,53.941734,-5.595411,89.392136,0.04598333,87.79179,-6.7252464,65.39406,-7.9175797,103.06537
aug_pitch_Mozart - Requiem.mp3.wav,klasik,[161.49902344],0.17861345,0.08031389,0.007930387,1.9964229e-05,891.7949731774331,170115.45694927408,1403.7248452012384,769196.5064086831,0.04703297334558824,0.00032470963774559343,1208.1998721974282,221537.96216343716,-541.6653,8633.709,148.42853,2567.5232,-3.141181,507.03714,18.583782,189.81192,-0.62084574,87.172905,-6.4220195,76.46592,-7.0224814,56.519047,-4.2649517,70.08837,-3.3459203,56.557625,0.11885949,47.79748,-1.3506832,91.67886,3.8859532,69.141655,1.9706954,67.76713,2.7965896,38.31228,1.298905,78.24294,-1.4708885,107.81103,-3.3789823,107.19726,-2.5734847,119.01746,0.041725464,97.15428,1.4294691,80.12603
aug_pitch_Mozart 40. senfoni.mp3.wav,klasik,[198.76802885],0.24956161,0.08850017,0.02349823,0.000446478,1596.1620799141535,1667947.7188028444,2961.415426059404,3403268.4383449387,0.12268671088912539,0.032496969775861556,1364.8674088655525,317167.0466434429,-350.57986,7206.828,140.38736,1865.7996,-32.08595,456.22534,29.274157,245.17725,-8.674239,151.56291,-9.228401,102.87357,-2.4139469,71.09618,-8.860684,66.83082,4.7775974,52.45786,-7.237713,57.765087,-3.9481647,50.34102,-2.3210495,56.70727,0.27507415,62.49734,2.2559795,85.30808,-0.27341092,76.72598,2.1876376,54.130196,-1.0030146,55.944218,-3.8885562,86.93623,-7.904182,80.23093,-0.20056246,114.44148
aug_pitch_Pachebel - Canon - Best-of Classical Music.mp3.wav,klasik,[107.66601562],0.23693313,0.09106417,0.0055573815,9.226972e-06,1400.4561306002472,285730.02861899533,2913.407383024139,1418866.1146667823,0.05374759638641641,0.0013404486196868304,1838.232208576795,262961.54166404105,-494.65237,8238.206,110.14145,989.9254,-1.5285451,235.19011,34.86256,154.31842,-3.563251,71.30653,-3.1164508,43.32131,-4.95571,43.02506,5.997767,40.489132,-7.9404583,54.41339,-0.49531966,51.12276,0.076809056,63.186882,2.3566942,70.31791,-6.6840897,60.576675,-4.4955306,62.21656,-3.8635042,64.49033,-8.638462,64.52509,-9.48492,47.984085,-7.7017055,62.870983,-6.6599727,62.133373,-1.8082347,58.5606
aug_pitch_Rondo Alla Turca- Mozart.mp3.wav,klasik,[135.99917763],0.21338607,0.08666915,0.017368935,8.940718e-05,746.4479342524795,74264.79742149507,1067.6685439543828,347271.0342836562,0.059689359399187306,0.0003525203596446529,736.9912505835142,69604.0496176712,-451.83936,4250.841,192.55547,1623.7523,10.406433,686.7947,-16.74821,152.35072,-4.9894447,67.96326,-8.397545,87.6997,-5.4309273,179.95146,-0.67863667,222.81877,-3.4784627,149.60358,-7.1355095,233.2025,-8.62868,277.4131,-3.692224,197.55862,1.2699828,152.38272,-2.240057,99.85293,-6.8183336,78.99064,-6.175362,60.50352,-2.8320832,46.20663,-1.5251254,45.791603,1.6039302,69.51697,4.188067,86.37312
aug_pitch_Rossini - Factotum aria from Barber of Sevilla -Best-of Classical Music.mp3.wav,klasik,[151.99908088],0.24924244,0.08927404,0.023291279,0.0002780238,1505.7134908008131,293986.39474770305,2776.8582087183145,1028134.0217547552,0.08764497266834366,0.001724188724098578,1525.5516915128774,203777.20641078643,-326.97052,14417.476,131.29428,1495.8651,-38.473522,358.1274,21.899233,146.44165,-5.4626207,105.199425,-11.596594,234.89,-7.029823,74.14715,-4.767104,79.011475,-12.551654,133.84322,-2.2472842,87.059235,-0.3316791,96.22843,2.0407555,102.95588,-9.160617,138.6928,-2.844666,92.029396,-7.547212,57.930946,-1.7866976,44.1536,-3.655486,54.855347,0.15896578,55.35874,-3.8298798,70.57488,-2.1591072,73.46315
"aug_pitch_Tchaikovsky - Piano Concerto No 1, B Flat Minor, Op 23 open - Best-of Classical Music.mp3.wav",klasik,[78.30255682],0.23507337,0.082860455,0.060881257,0.0010039507,1346.2324922582584,206353.6204308989,2475.418364817144,771032.316984603,0.07573536970297988,0.000798452836609148,1386.1048337510686,178610.32025617998,-229.1777,12941.312,136.749,1739.5565,-42.161247,221.602,17.218817,108.040535,-17.393589,94.91997,-2.3971002,67.09225,-13.001599,57.992332,-3.740133,46.317375,-8.763918,41.597866,-5.951803,43.69622,-8.054672,52.782436,-1.6673504,31.52481,-5.4467807,35.088272,-3.8712754,34.78214,-5.3354206,29.11209,-2.8762846,25.602245,-4.017845,39.13499,-0.521533,59.567368,-1.7370787,87.64297,-4.4147124,71.03394
aug_speed_Eine Kleine Nachtmusik - Mozart.mp3.wav,klasik,[129.19921875],0.24981669,0.09536011,0.027827986,0.0004595041,1266.9523037618437,345909.3733085074,2518.3681051059402,1445478.8012220375,0.0640585695626935,0.0013405343689573122,1472.558091223769,403985.9668848905,-353.44427,26563.412,113.29797,2963.0396,-18.509182,331.74792,27.73533,189.03787,2.0742552,77.38891,-1.2580618,52.192184,-4.052359,76.88802,1.3542038,72.72704,2.0141094,55.193104,1.0079615,59.847107,-7.7194924,103.73475,-2.2942042,174.08247,0.8792137,208.79695,4.4158163,101.037766,5.20052,97.62534,5.9202,63.68872,-2.316425,43.06911,-1.4104027,41.20615,-0.66751474,50.95551,3.4226444,72.66808
aug_speed_Händel - Ombra Mai Fu - Best-of Classical Music.mp3.wav,klasik,[63.02400915],0.25737643,0.08432635,0.02193419,0.00014476232,1237.6702761819436,128656.79612930746,2428.5686481109715,593301.9728021423,0.06050794855359907,0.0005354694516850129,1447.5501365766556,160484.78780407843,-348.89584,10515.51,142.24577,1242.726,-26.827526,335.49493,36.138454,131.05524,0.34653363,80.840164,6.5937333,54.117973,-5.8637724,49.24958,-1.3928325,35.346996,-4.0232005,46.00503,-2.4508245,38.3955,-10.9990425,47.78592,-4.2979455,32.384846,-6.2401733,42.365288,-0.61081105,40.19472,-0.5760014,64.088936,-0.653051,68.32707,-2.5408485,43.54488,1.1436015,50.474327,1.031144,86.94242,1.3062334,49.764233
aug_speed_Ludwig Van Beethoven 9. Senfoni.mp3.wav,klasik,[135.99917763],0.23572735,0.08245386,0.014843979,3.0404337e-05,931.2537929824598,73834.67354057431,1589.5235655737704,360068.60815302975,0.04994686463212334,0.00011504960010240871,1217.6823473829397,57044.4009035509,-412.56216,2719.542,177.55077,642.057,-11.24991,84.882515,17.023428,44.989613,-2.5475216,56.472622,-7.6359596,43.043587,-13.4840975,47.0871,-11.6838045,53.944866,-9.073723,48.616493,0.25025478,34.517033,0.30261606,36.212517,3.5720155,31.858555,-0.8549498,34.764057,1.426256,31.624008,-1.8136549,36.23718,0.120862,37.871616,2.9439347,52.32063,6.629091,69.58325,3.8283644,87.93826,5.703112,82.48298
aug_speed_Mozart - Le nozze di Figaro - Best-of Classical Music.mp3.wav,klasik,[78.30255682],0.22542244,0.085368074,0.045436572,0.00078243605,1257.6417166920507,153124.5298284863,2204.4895960631984,702003.7736872163,0.0816575375349162,0.000821801445291938,1278.9686362768043,121635.5143120248,-282.43106,10328.1455,158.07005,1043.3346,-39.055603,321.8937,14.734591,171.69029,-3.8245873,71.242874,-1.9025135,112.57494,-9.703096,71.286285,-6.5318937,86.21443,-11.8768,53.443462,-5.421181,54.61084,-2.1586206,68.8733,-1.6849751,148.31618,-5.386184,110.86783,-7.592868,60.233414,-7.343775,75.102875,2.6611598,44.42757,-4.4101486,84.53514,-0.4723631,75.39216,1.1859422,99.78715,-1.0580784,71.48531
aug_speed_Mozart - Requiem.mp3.wav,klasik,[198.76802885],0.19215451,0.08359034,0.007198536,1.4412357e-05,824.4540188605292,155572.43423333028,1286.830921692607,711709.7310907469,0.043454751337548635,0.00028383796261153535,1181.8745919559644,206753.07602538742,-549.1142,8451.908,154.85039,2664.0183,2.41992,587.9826,20.12172,160.43262,4.7966514,64.29062,-3.236647,75.21568,-5.8351817,47.779236,-2.6812267,49.76978,-4.351067,66.68503,-0.36180303,40.737274,-3.4988053,51.159702,1.103903,63.620354,2.468479,64.362625,1.3263088,81.2849,1.2849159,43.95531,2.9436522,49.362263,-0.24053162,68.13885,-1.97093,73.8938,-4.28164,110.28445,-1.9920412,113.714325
aug_speed_Mozart 40. senfoni.mp3.wav,klasik,[184.5703125],0.2575621,0.089559086,0.024351915,0.00048626572,1446.7651918673516,1668902.7657392498,2662.48390032411,3576064.0441513993,0.11296832672213622,0.029995115800211882,1234.8009494357377,334151.3061859873,-359.084,6966.6787,149.90712,2215.5676,-27.91847,485.3217,25.988699,203.3619,1.0569774,116.0302,-13.415969,104.08843,-0.7916876,82.552574,-13.91948,85.8907,0.5044218,56.929897,-1.7851436,38.873272,-6.0554523,40.99495,-2.337133,44.800434,-3.8376215,57.963833,1.2920481,48.32758,-0.04054539,66.59875,0.9570547,57.828804,2.5396373,47.476467,3.358217,51.446316,-0.09512055,78.10299,-7.7145185,118.15954
aug_speed_Pachebel - Canon - Best-of Classical Music.mp3.wav,klasik,[107.66601562],0.23153368,0.088142596,0.0057926425,1.0303667e-05,1292.5786936109082,267052.3449324675,2627.6005291695305,1376533.4961578457,0.04936128363118617,0.0009252982440488188,1727.4585672128683,253592.42940982533,-497.56696,7009.4517,116.9008,1089.0354,-2.7886238,325.15057,37.605736,156.20544,2.2861383,72.4591,-0.37899235,35.151714,-7.185557,41.610237,5.956964,30.797209,-4.561969,43.499268,-3.0433488,54.574272,-2.8106525,52.915615,3.8722486,65.89867,-1.7866095,72.2522,-5.046931,77.42643,-5.5905075,62.553394,-1.6897174,55.4822,-8.036185,57.449604,-4.321006,35.779224,-11.821016,60.62861,-5.6558,66.08651
aug_speed_Rondo Alla Turca- Mozart.mp3.wav,klasik,[135.99917763],0.214389,0.08588881,0.017785687,9.600351e-05,671.5544651790391,65014.44870541783,952.8942379789087,315225.0744093427,0.053429004208591334,0.0002947594100960119,699.8349956391561,66664.19346843507,-461.42917,3940.1714,193.42383,1711.1929,24.298212,733.2599,-13.331432,147.00539,-4.4584603,62.910744,-7.1969557,62.841385,-6.804495,90.79196,-1.4637024,206.52731,-0.349725,225.76886,-2.3958154,147.57294,-6.9177966,219.48062,-8.530145,238.78831,-3.4020135,178.33916,-0.30126867,135.12227,-2.6762347,84.159454,-6.1073246,59.744617,-5.0020704,63.89881,-3.7363973,82.33716,-5.213557,52.618843,-2.4522848,77.282616
aug_speed_Rossini - Factotum aria from Barber of Sevilla -Best-of Classical Music.mp3.wav,klasik,[123.046875],0.24315855,0.08699269,0.023483248,0.00029737447,1363.0609316307891,256428.7728408031,2507.185546875,935089.1218528748,0.07828244579081632,0.0013246095681974958,1429.779680033276,197468.15127069678,-334.93616,14456.554,141.62314,1645.1178,-36.3535,352.64542,19.850231,136.24225,1.2566595,133.58607,-8.880707,153.1072,-8.78691,76.61603,-1.4768738,123.5224,-12.475071,112.92778,-6.2343507,78.63839,-5.260991,68.7309,4.3269715,150.15077,-3.4198453,84.81408,-3.1173298,62.812473,-5.6877146,82.75476,-5.757913,57.500217,-4.704291,51.769943,-3.121812,64.70989,-1.2716333,58.993877,-1.5534267,86.990456
"aug_speed_Tchaikovsky - Piano Concerto No 1, B Flat Minor, Op 23 open - Best-of Classical Music.mp3.wav",klasik,[78.30255682],0.234969,0.081741385,0.078782015,0.0018308643,1148.3054765155982,153116.6777059872,2113.5005791242734,605837.8885026396,0.06135916303294574,0.00045153077953488316,1241.5663654148293,154655.8616728195,-222.70956,12680.497,153.85233,2116.3057,-38.445168,190.993,19.609285,94.210304,-16.314127,90.40821,-4.916291,57.323593,-12.6516,53.46038,-6.080886,41.17068,-9.450563,40.382744,-7.2969418,44.365185,-10.894546,37.65144,-6.8009677,37.59314,-6.3066087,32.90832,-4.7240453,23.874043,-6.212493,24.977505,-4.8464246,22.594833,-5.8804173,20.990644,-3.8438249,28.454502,-3.4625008,38.45149,-0.39884624,62.017223
Eine Kleine Nachtmusik - Mozart.mp3,klasik,[143.5546875],0.2611588,0.08611182,0.038002227,0.00074127666,1421.808243249993,168759.58399808808,2802.516386900155,566468.3842656454,0.07722704624613003,0.0009714694425291855,1601.537837140397,103927.8597801772,-284.46005,9310.836,140.44482,634.59656,-22.061235,236.26181,35.468594,112.69335,3.2887616,119.03526,-1.59073,50.370796,-2.8909907,78.72383,3.3518279,79.5893,3.421669,107.80522,3.5975456,78.24817,-7.4598703,95.929794,-2.2029834,102.762436,-0.122755684,88.60883,-1.982646,100.13315,-0.1033192,109.200294,4.3673377,76.81476,0.09621942,89.6883,4.321267,83.11855,8.395532,132.09349,7.242906,243.3067
Händel - Ombra Mai Fu - Best-of Classical Music.mp3,klasik,[123.046875],0.21989588,0.089076005,0.062201604,0.00111412,1280.2721513330423,73099.51683947373,2511.534813092589,248263.15839754793,0.06884652247000773,0.0007935299210936026,1371.4908266356429,48019.88662146524,-269.42493,3051.3943,149.63843,346.64148,-29.179207,413.20917,32.72091,124.70366,2.2728949,123.22782,-17.807789,314.454,0.20217395,81.20352,7.1341624,167.5975,-21.637943,242.59995,-3.7008235,82.57434,2.8889785,130.41147,-4.8066516,40.525837,-8.162952,47.55099,1.397322,57.040745,-2.6645324,44.495857,-11.310777,70.494606,-4.9255495,40.798756,1.679597,39.846527,-6.24793,104.038605,0.45275483,171.16347
Ludwig Van Beethoven 9. Senfoni.mp3,klasik,[129.19921875],0.26349235,0.081574254,0.018813724,2.496791e-05,1263.668858422475,57477.49458049726,2376.943960278396,288016.7586685968,0.06936617163312693,0.00025212562609007276,1419.817203751679,30983.93207477172,-330.20935,992.9315,160.04895,437.75116,-32.188774,156.44029,27.716875,59.264477,-8.110315,37.537327,-8.137879,36.535667,-11.361738,35.111042,-9.52221,42.312798,-7.5685787,39.839443,1.534705,39.94589,-4.788701,43.263054,4.0164633,47.116306,-1.5577198,43.769726,-2.0316513,49.540237,-2.2131906,29.575918,3.7732959,46.258358,1.2624359,41.501457,7.1225986,43.792206,3.153578,75.018555,4.6781654,64.4319
Mozart - Le nozze di Figaro - Best-of Classical Music.mp3,klasik,[75.99954044],0.25074923,0.08559935,0.07344288,0.00283026,1566.630180194939,113750.22652304638,2704.375313679131,397156.01987535495,0.10715732633513932,0.0006059634691115237,1403.9474684980532,56764.836531340065,-229.46977,7160.322,134.73131,1365.2587,-57.011974,325.9807,11.698216,181.17844,-13.503607,107.05181,-9.584447,168.70184,-15.842592,108.40093,-10.974684,112.5512,-16.739809,71.92152,-6.6973433,104.88959,-6.2470512,76.741005,-5.7821684,71.72218,-4.5452075,178.5781,-7.662789,182.17232,-8.659015,67.10229,2.2466733,69.456955,-1.1845555,149.82268,3.5716448,137.54973,-2.6953003,150.36641,-6.8300133,101.535034
Mozart - Requiem.mp3,klasik,[151.99908088],0.27356243,0.08593817,0.048386853,0.0013645748,1205.5257151276107,151485.17011230887,2148.6536740518577,706172.3958295584,0.06697427377612229,0.0005269863548333563,1387.5765626783982,105684.58790568644,-295.32623,18684.055,153.1258,696.7965,-17.562225,949.59625,14.867116,141.82935,-0.07423122,107.61899,-10.420141,146.81982,-8.683305,91.8369,-5.513755,55.92077,-13.411441,95.49238,-6.0380435,104.86661,-5.931544,79.63915,-1.2809675,67.11595,-2.5867188,81.340546,-4.3687253,90.53243,-2.9695308,106.493195,0.4496942,77.55512,-1.1821184,78.02216,-1.9885103,59.644737,-5.996217,73.233955,-3.1975627,98.20636
Mozart 40. senfoni.mp3,klasik,[103.359375],0.27084953,0.08612147,0.05249432,0.0016948433,1117.314096968009,41477.414277834636,2166.345233740083,245639.62005655427,0.07416961953366873,0.00037856458501266696,1054.988426053301,32596.41846074179,-291.94504,7974.3667,179.91705,689.72345,-45.859104,818.9588,31.413464,773.2567,-4.4068055,176.17003,-10.097328,90.63651,2.0412292,102.87955,-16.724482,110.75917,2.8304684,118.46445,-7.756088,85.91466,-1.3018446,57.788445,5.417954,65.9869,-1.6638174,87.883224,4.1993184,104.455124,-3.3031464,80.669785,1.566021,71.845406,1.0713547,62.55901,-4.1820436,57.407276,-5.741357,130.73677,-7.0897803,115.66711
Pachebel - Canon - Best-of Classical Music.mp3,klasik,[99.38401442],0.25186774,0.086739965,0.015042538,1.9398878e-05,1551.2326341964892,46863.25901924244,3107.331210393286,126795.51073181754,0.08058416880321208,0.00065107266051254,1674.0360147580352,32246.63402468327,-345.32968,551.4234,126.37394,215.20346,-33.63954,139.0701,41.926094,82.57504,-9.441252,53.636284,-2.9674518,53.70945,-8.539042,44.85622,1.9884872,39.836353,-9.5411005,47.231483,-4.9609127,41.377136,-12.10699,69.43715,-3.07547,66.48063,-3.7015295,85.38134,-4.474108,78.34491,-4.5548453,62.061024,0.39161772,94.01883,-7.9922814,93.86056,0.8906076,69.07059,-3.255263,90.09452,-0.9447062,53.90464
Rondo Alla Turca- Mozart.mp3,klasik,[135.99917763],0.20102996,0.08404815,0.05485665,0.0009275741,788.5025587454863,16643.085602104893,1202.7593937451625,75634.99862158974,0.060996985656927245,0.0001983581874557258,775.3716146526476,14586.020756925984,-326.38614,5457.62,208.6112,220.85289,-8.583159,957.54596,-5.353125,258.97708,-2.5845213,65.66414,-7.395556,74.28799,-1.5902829,91.87107,4.6225758,152.49236,0.96051264,150.61736,-4.918276,150.52347,-11.426305,202.82726,-11.947886,181.60654,-2.246872,162.33684,-0.26677456,145.95741,-0.7584642,95.16395,-2.9435704,64.812805,-6.088437,66.32284,-5.333643,82.832924,-3.1608589,75.51891,-0.6469445,124.878334
Rossini - Factotum aria from Barber of Sevilla -Best-of Classical Music.mp3,klasik,[143.5546875],0.27945253,0.096105576,0.04186818,0.00091872644,1635.5100203404818,132173.71299219658,2799.233073420569,611129.7766413534,0.10125184428212074,0.001017748945041301,1473.386513982117,135297.07765467267,-283.38153,13101.09,135.6511,836.2712,-59.916065,1101.2407,10.479134,185.59032,13.998656,320.92462,-16.812157,224.43484,-13.94563,201.76413,3.7586935,234.87553,-29.232458,301.76428,-1.2368284,129.97012,-0.30729282,133.04002,4.845666,136.78355,-4.602634,179.8059,-6.6565976,113.9265,4.2871633,84.303055,-5.7218246,78.43335,-5.6114397,83.38823,-5.699362,189.93105,-3.6355505,131.32587,-4.775804,96.008896
"Tchaikovsky - Piano Concerto No 1, B Flat Minor, Op 23 open - Best-of Classical Music.mp3",klasik,[80.74951172],0.24399467,0.08212104,0.072230965,0.0010865576,1115.200659703154,71086.6521556002,1964.1714562572563,321503.4037584937,0.06469235257836688,0.00031717363695519743,1198.0774484267724,63805.04336096151,-228.10246,7565.959,174.91803,482.2218,-35.271786,629.46136,19.237467,71.93615,-12.060661,135.27078,-1.3941985,50.821686,-12.321735,59.802246,-9.64823,42.8936,-13.879413,36.960537,-9.193657,36.463158,-6.4388676,53.59243,-2.62695,42.599003,-6.861647,45.36421,-6.4994454,43.192017,-7.0465226,39.24254,-5.5161233,47.63366,-5.8871317,40.034172,-3.7033668,44.601593,-3.3966599,33.0631,0.38743448,49.438164
aug_noise_Death-Pull the Plug (HD).mp3.wav,metal,[151.99908088],0.4898744,0.070463054,0.10623601,0.001099585,3263.535931702417,285440.2588326027,6003.39703161281,1457631.798413237,0.19033104864067338,0.003480847825717594,2578.4580225797604,105217.53465613794,-78.09784,3540.6123,41.13968,279.8271,-19.009302,219.06651,52.84782,442.45413,13.056178,115.53193,3.4457705,80.01427,11.8221035,75.67837,9.22308,64.07626,5.829367,73.781815,6.070437,67.14136,-0.22054803,37.98853,0.9796167,42.452114,-4.0721116,39.618374,0.76651263,29.80938,-0.20953147,29.922935,-3.1287155,23.390047,-8.446268,22.975262,-2.7587388,26.322643,0.47227883,31.227896,-1.9098936,20.392551
